URL_ID,URL,positive_score,negative_score,polarity_score,subjectivity_score,Average sentence length,Percentage complex words,Fog index,Avg words per sentence,Complex word count,Word Count,Syllable per word,Personal pronoun,Average word length
142.0,https://insights.blackcoffer.com/big-data-analytics-to-bring-transparency-and-good-governance/,29,14,0.11128978864272983,0.4100229182582126,15,0.4099009900990099,6.163960396039604,15,207,505,2.8,2,9
143.0,https://insights.blackcoffer.com/how-political-leaders-will-shape-tomorrow-using-big-data-analytics/,28,13,0.13444064707222603,0.4040248348143085,19,0.3870056497175141,7.754802259887007,19,274,708,2.9,9,9
144.0,https://insights.blackcoffer.com/big-data-and-analytics-to-help-form-political-leaders-win-election/,13,23,0.1471955330804888,0.39774757690686885,11,0.4328097731239092,4.5731239092495635,11,248,573,2.8,6,9
145.0,https://insights.blackcoffer.com/the-emergence-of-data-analytics/,3,5,0.13923809523809527,0.5171190476190477,12,0.4142857142857143,4.965714285714286,12,145,350,2.7,8,8
146.0,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies-2/,29,16,0.1153236483710936,0.4803422388641368,12,0.34725274725274724,4.938901098901099,12,316,910,2.7,55,8
147.0,https://insights.blackcoffer.com/the-prospective-recipe-of-success-in-the-age-of-analytics/,15,18,0.10494521702486305,0.5216603455541506,11,0.38330975954738333,4.553323903818954,11,271,707,2.9,13,9
148.0,https://insights.blackcoffer.com/using-people-analytics-to-drive-business-performance/,9,9,0.13618336886993604,0.507189054726368,12,0.3297587131367292,4.931903485254693,12,123,373,2.8,5,9
149.0,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies/,18,31,0.06504805467069619,0.49565908410248033,11,0.3427362482369535,4.537094499294781,11,243,709,2.7,47,9
150.0,https://insights.blackcoffer.com/big-data-analytics-through-iot-in-oil-and-gas-industry/,23,39,0.023711831378498045,0.49124894858228185,15,0.3713991769547325,6.148559670781893,15,361,972,2.5,24,8
151.0,https://insights.blackcoffer.com/how-big-data-and-analytics-is-helping-marketing-leaders/,12,4,0.18244424982911822,0.4636753816359081,11,0.40045766590389015,4.560183066361556,11,175,437,2.8,9,9
152.0,https://insights.blackcoffer.com/what-analytics-outsourcing-engagement-model-is-right-for-you/,17,2,0.1117694805194805,0.44548160173160184,12,0.3956043956043956,4.958241758241758,12,108,273,2.9,13,9
153.0,https://insights.blackcoffer.com/big-data-analytics-solving-problems-banking-and-finance-industry/,15,12,0.06292915931804821,0.43668577307466205,11,0.36379928315412186,4.545519713261649,11,203,558,2.8,7,9
154.0,https://insights.blackcoffer.com/analytics-healthcare-industry/,17,15,0.18753205128205128,0.5333547008547007,13,0.43705463182897863,5.374821852731592,13,184,421,2.9,2,9
155.0,https://insights.blackcoffer.com/business-analytics-textile-industry/,15,2,0.16875354530526943,0.47082997462307813,19,0.38865546218487396,7.7554621848739504,19,185,476,2.9,6,9
156.0,https://insights.blackcoffer.com/big-data-marketing-reality/,23,7,0.13372753509117138,0.43599567099567094,13,0.31711409395973156,5.326845637583893,13,189,596,2.6,7,8
157.0,https://insights.blackcoffer.com/understanding-millennial-market/,7,6,0.12338854648176684,0.39782999486389325,19,0.38968481375358166,7.755873925501433,19,136,349,2.6,2,8
158.0,https://insights.blackcoffer.com/analytics-helping-fashion-e-tailers-develop-markets-developing-countries/,10,3,0.15447588126159556,0.45947742733457,12,0.37971698113207547,4.9518867924528305,12,161,424,2.8,4,9
159.0,https://insights.blackcoffer.com/big-data-analytics-change-healthcare-developing-countries/,24,7,0.16358141858141861,0.47150977227900304,17,0.4144385026737968,6.965775401069519,17,155,374,2.7,12,9
160.0,https://insights.blackcoffer.com/big-data-analytics-help-voters-know-political-leaders/,11,7,0.09035207700101315,0.38255065856129694,15,0.37906976744186044,6.151627906976745,15,163,430,2.8,2,9
161.0,https://insights.blackcoffer.com/digital-transformation-oil-gas/,8,15,0.05387021475256769,0.4315172735760971,16,0.43658536585365854,6.574634146341464,16,179,410,2.9,7,9
162.0,https://insights.blackcoffer.com/data-analytics-reduce-cost-production/,21,9,0.15478033685064935,0.37512716450216443,21,0.3538135593220339,8.541525423728814,21,167,472,2.7,12,8
163.0,https://insights.blackcoffer.com/gaining-insights-internal-data-retail/,17,5,0.1265593123351744,0.4034507637955914,15,0.4016393442622951,6.160655737704918,15,147,366,2.8,6,9
164.0,https://insights.blackcoffer.com/role-big-data-cyber-security/,12,27,0.11744636613386612,0.47065867465867456,18,0.42386831275720166,7.3695473251028805,18,206,486,2.8,2,9
165.0,https://insights.blackcoffer.com/role-big-data-healthcare/,27,46,0.0974396591063258,0.4673353806687139,14,0.4424778761061947,5.776991150442478,14,300,678,2.8,10,9
166.0,https://insights.blackcoffer.com/data-driven-dashboards/,5,2,0.11424846798223424,0.4912464159217404,13,0.4117647058823529,5.364705882352942,13,203,493,2.7,8,8
167.0,https://insights.blackcoffer.com/role-big-data-academia/,17,39,0.133644247584645,0.4287554112554114,12,0.3850574712643678,4.954022988505748,12,335,870,2.8,8,9
168.0,https://insights.blackcoffer.com/sales-forecasting-in-retail/,21,11,0.09457297846186737,0.4711084388862166,16,0.4335511982570806,6.573420479302833,16,199,459,2.7,14,9
169.0,https://insights.blackcoffer.com/detect-data-exfiltration-over-the-network/,4,42,0.05036048510313217,0.48608193277310907,12,0.38845553822152884,4.955382215288612,12,249,641,2.7,20,8
170.0,https://insights.blackcoffer.com/data-exfiltration/,4,4,0.074004329004329,0.4969769119769121,12,0.36971830985915494,4.947887323943662,12,105,284,2.7,10,8
171.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,4,5,0.02065381708238851,0.378303971161114,15,0.34146341463414637,6.136585365853659,15,56,164,2.8,4,9
